Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2018-01-02,60.593204498291016,60.71434684761616,59.61693264730736,59.730947377030795,11469300
2018-01-03,61.78324890136719,61.97565653409,60.44354483758101,60.68583492382832,13957700
2018-01-04,61.86878967285156,62.153834712708864,61.59087225410573,61.84741224629911,10863000
2018-01-05,61.81889343261719,61.91153073930973,61.07777866873466,61.81889343261719,11047600
2018-01-08,62.096797943115234,62.103925561164964,61.71198812012387,61.78324799028236,10927100
2018-01-09,61.83312225341797,62.10391733564549,61.747612595265174,61.954269997099225,8131600
2018-01-10,61.34144592285156,62.13244314596789,61.270186038300146,61.99704555957371,10822300
2018-01-11,61.94715881347656,62.26070880795974,61.234549143673206,61.54097151915986,14366000
2018-01-12,62.36760711669922,62.702534591579365,62.125322395081156,62.13957219885462,9834500
2018-01-16,61.975669860839844,62.538632206973844,61.712002300210756,62.52437696759884,10882800
2018-01-17,62.709659576416016,62.85930697526419,61.94716734221947,62.139569587372534,10546000
2018-01-18,62.30344772338867,62.84503245630666,62.23931004237443,62.54573233953842,9223700
2018-01-19,62.103946685791016,62.5386391094317,61.71913673190674,62.40324150432942,13090000
2018-01-22,62.887813568115234,62.91631861194795,62.03268400025844,62.1181936949754,10270400
2018-01-23,62.923439025878906,63.0374537513712,62.524373894704425,62.88780636597349,10281800
2018-01-24,63.08734130859375,63.36525868060492,62.716786624839195,63.05883626572324,10316100
2018-01-25,62.97332000732422,63.3296248508802,62.85217222856205,63.101589968475594,11271900
2018-01-26,63.42226028442383,63.42226028442382,63.044578031266596,63.165720369679235,10514400
2018-01-29,62.71677017211914,63.63603717560949,62.674009900640336,63.13007959336397,9315700
2018-01-30,61.84027862548828,62.98045323751661,61.840278625488274,62.38186360499476,12408000
2018-01-31,62.210819244384766,62.33196156959022,61.51958707372587,61.68348423446744,14404700
2018-02-01,63.472145080566406,63.60041504266148,62.24645553983135,62.353348081040664,17971000
2018-02-02,60.23691177368164,61.291576779286686,59.146619536449066,60.664476610685135,29822100
2018-02-05,56.80923080444336,59.852071009106595,55.67617886045988,59.34611891122485,30452700
2018-02-06,55.832977294921875,57.258196909019595,54.799695249413574,55.94699747370475,36262800
2018-02-07,54.82820129394531,56.5883484193387,54.81394605294682,55.89711602401112,21994500
2018-02-08,54.20822525024414,55.28426753047962,54.17972020689168,55.18450259713658,25650800
2018-02-09,54.55376052856445,55.05769141682577,53.20035697077313,54.89211279110601,29491600
2018-02-12,55.01448440551758,55.87836342546988,54.596943153826,55.468022676014066,19340400
2018-02-13,54.92811584472656,55.25206713586941,54.51777497950373,54.784133221259914,11926600
2018-02-14,55.043304443359375,55.187287087732166,54.114636983565966,54.56097494255718,17188400
2018-02-15,54.86333084106445,55.21607871187344,54.31620777137761,55.15849114588773,14432400
2018-02-16,55.100894927978516,55.51843633859661,54.60416443974747,54.820135650032974,13722400
2018-02-20,54.53216552734375,55.77038851446739,54.32339486161941,55.05049193984899,13387300
2018-02-21,53.913047790527344,55.028889548918826,53.898652277347004,54.582551747087365,11715000
2018-02-22,54.611358642578125,55.31685426232806,54.12902921996077,54.208218288435305,14020200
2018-02-23,55.81358337402344,55.87837692505087,54.67614541043316,54.7769304965867,13378800
2018-02-26,56.75664138793945,56.82143493349979,55.83517468235771,55.96475628110357,16940400
2018-02-27,55.7919921875,57.49814928068268,55.7919921875,56.87183719758064,14629500
2018-02-28,54.52497863769531,56.33192102901537,54.49618210843557,56.267132957463225,17087800
2018-03-01,54.13621520996094,55.20166445855023,53.89145303355668,54.37378237579412,15696700
2018-03-02,54.38821029663086,54.61857707351946,53.617920871499244,53.913075729835946,15630300
2018-03-05,54.906524658203125,55.115295382211684,54.0786477601668,54.15783684487269,14891000
2018-03-06,54.84172821044922,55.41764773993563,54.611361497129785,55.19447603876242,10754300
