Price,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS
Date,,,,,
2018-01-02,217.5599365234375,219.4660477464794,216.07079078227616,219.34690362223887,2258300
2018-01-03,215.53468322753906,217.95988148960436,215.47512415276034,217.39824473801218,2988200
2018-01-04,218.54698181152344,221.0062116983318,216.41113935639856,217.1854851471039,2583200
2018-01-05,217.43231201171875,219.10865278804744,215.87508939721215,218.8448633204676,2594700
2018-01-08,214.2753143310547,217.14297951524358,214.11363356678513,216.77708135132482,2940500
2018-01-09,216.0878448486328,217.50040927462874,214.9645970927356,215.11777314323174,2637300
2018-01-10,216.41966247558594,217.11742681622724,214.73480420494528,216.9897909564512,2927200
2018-01-11,217.10043334960938,217.74714339397752,215.26239892752687,217.62801225463812,2422400
2018-01-12,218.71725463867188,218.9469992448788,216.2154872742814,217.62805174298555,2849200
2018-01-16,219.93406677246094,222.7506776528144,218.18113148041743,220.6063170154927,4445500
2018-01-17,215.84107971191406,222.94643897212129,211.7480574708718,222.0784889019349,8608100
2018-01-18,213.56056213378906,216.59841330563438,213.24571826866978,216.5558766633492,4984500
2018-01-19,217.94285583496094,217.95989126326128,212.95634446309293,213.586045047149,4643400
2018-01-22,222.53794860839844,223.6867234688527,217.15150670839876,217.37274656244944,5264700
2018-01-23,221.3210906982422,221.46576199582887,218.56405204769774,219.54262833686647,4003600
2018-01-24,226.07781982421875,226.16291905063855,221.49975671039522,221.874172531732,4314000
2018-01-25,228.92852783203125,230.17941143941263,225.5077562787599,226.6480134631837,5055000
2018-01-26,228.17123413085938,228.90303061135762,226.39274535288197,227.61810194368363,3535400
2018-01-29,231.8642578125,232.97898769877693,228.74129500688622,228.9370206545792,3881100
2018-01-30,228.85191345214844,231.45578900091755,227.2946779763582,230.0857874206756,3970400
2018-01-31,227.95848083496094,229.75395296540756,226.6309896600072,228.5200787564686,3710200
2018-02-01,231.6515350341797,231.95786114046436,226.35016652218565,226.47780239980426,3388200
2018-02-02,221.27854919433594,231.24305402094663,220.6913982400298,229.7539083188798,5913900
2018-02-05,211.97779846191406,224.0526338190016,205.50214043243426,219.1257067892877,6528500
2018-02-06,220.13827514648438,220.18081177579737,206.02116511468986,207.80814501268486,6739900
2018-02-07,218.77684020996094,222.9039074411416,217.55148363062796,217.75570107096777,4125000
2018-02-08,209.62918090820312,220.20636426018604,209.3738961813843,219.4830596982528,4166200
2018-02-09,212.13946533203125,214.1561901248316,203.62154277425563,212.4117595351591,5978600
2018-02-12,215.42405700683594,217.96836028295525,211.73097909176738,213.71365863398623,3692500
2018-02-13,217.4408416748047,218.18115581184506,213.2286884722246,214.44552724847821,2700500
2018-02-14,223.43994140625,223.55056782442205,216.5473312596699,216.98982394803667,3793800
2018-02-15,227.7797393798828,228.05204656347755,223.72076267595307,226.1459482155991,3523100
2018-02-16,227.7286834716797,229.1412477621947,226.26506483067013,226.34164635641199,2602500
2018-02-20,225.4055938720703,228.7753102686845,224.06109362378075,227.10747451238987,2618400
2018-02-21,224.1376953125,229.7539071248351,223.9079507540856,224.58020093874413,3017900
