Price,Close,High,Low,Open,Volume
Ticker,BAC,BAC,BAC,BAC,BAC
Date,,,,,
2018-01-02,25.19164276123047,25.19164276123047,24.947309934864087,25.065263602282464,57121600
2018-01-03,25.10739517211914,25.225350473404625,25.014717958178796,25.191648499609183,57865700
2018-01-04,25.43598175048828,25.64661425546119,25.174796287282966,25.25062411763309,76512500
2018-01-05,25.553936004638672,25.629763836667156,25.318027015328003,25.58763797753956,56445200
2018-01-08,25.377010345458984,25.50338955413083,25.318031881546553,25.4696875747523,42914800
2018-01-09,25.503385543823242,25.730869047860967,25.38543024154521,25.444408696183512,69479100
2018-01-10,25.739288330078125,25.890943972308097,25.53708134277093,25.587634294846442,63532800
2018-01-11,25.83197021484375,25.857246693894908,25.655039682481075,25.83197021484375,59318300
2018-01-12,26.27851104736328,26.2869365401702,25.92464838446489,26.017325591344118,66371600
2018-01-16,26.32063865661621,26.784031149855057,26.14370811688762,26.741903683015956,104467900
2018-01-17,26.270090103149414,26.36276893307416,25.56236465481194,26.118434420362995,124382900
2018-01-18,26.52284812927246,26.716629673657547,26.295364608299348,26.39646893106474,76463800
2018-01-19,26.725053787231445,26.741904774654966,26.505995771721523,26.60710008926403,66491000
2018-01-22,26.91040802001953,26.91040802001953,26.607096712880182,26.68292453966502,53848800
2018-01-23,26.8935604095459,27.070492563246134,26.78403220544469,26.843009054345234,56531400
2018-01-24,27.036788940429688,27.13789164466834,26.809305445394955,26.96938499493924,81585000
2018-01-25,27.036788940429688,27.171593617413563,26.90198426344581,27.163169731225768,62265800
2018-01-26,27.129470825195312,27.129470825195312,26.918838292723294,27.05364298494549,52699900
2018-01-29,27.196870803833008,27.340102593187595,27.11261907879899,27.17159592912226,59126500
2018-01-30,26.859853744506836,27.12946467482795,26.83457887481928,26.91883219010723,60555800
2018-01-31,26.960956573486328,27.205291013792703,26.91883072163955,27.003082425333105,65734100
2018-02-01,27.382232666015625,27.382232666015625,26.927265567282358,26.960967548076923,62367400
2018-02-02,26.918838500976562,27.525458013670768,26.843010660140113,27.33167646797704,96971900
2018-02-05,25.494956970214844,26.944107933568695,24.55974819348738,26.219533255390957,155908300
2018-02-06,26.28693962097168,26.36276745812245,24.686131154009725,24.77880997874925,165878400
2018-02-07,26.32906723022461,26.74190681155468,26.000480985431,26.219539017626317,101180500
2018-02-08,25.056842803955078,26.438591533654485,25.048417310847338,26.3796146888988,128981300
2018-02-09,25.553936004638672,25.78984499394934,24.54289931559125,25.41913132703215,143071100
2018-02-12,26.21953773498535,26.489147113113958,25.73087033537759,25.79827267990974,95055100
2018-02-13,26.270090103149414,26.455446156000196,25.916227378980675,26.152136397426073,76727300
2018-02-14,26.960956573486328,26.9862314417951,26.16897802418066,26.261656826641456,97251500
2018-02-15,27.137893676757812,27.356953302007966,26.851434921965883,27.2895493514703,68117400
2018-02-16,26.935686111450195,27.18001899930455,26.89356025019901,26.960962592400065,62137800
2018-02-20,26.901988983154297,27.095770539441013,26.750333293191204,26.927263860148955,58573900
2018-02-21,26.851430892944336,27.272694271604326,26.767177574412983,26.79245244507352,72210300
2018-02-22,26.69978141784668,27.07891902845175,26.615528079823743,26.952539824916727,64749700
2018-02-23,26.986236572265625,27.0115146593766,26.758754679247925,26.792455045732623,53626300
2018-02-26,27.314821243286133,27.33167222908051,27.00308604108245,27.1041887418518,61796300
2018-02-27,27.238996505737305,27.67710927843364,27.230569405879553,27.230569405879553,69235500
