Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2018-01-02,79.47415924072266,79.80703587655391,79.05806697321536,79.64059755863828,22483800
2018-01-03,79.84400939941406,79.99195768114137,79.49264281215525,79.5758584297051,26061400
2018-01-04,80.54676055908203,81.05532402833124,80.04744562233644,80.06593563278037,21912000
2018-01-05,81.54537200927734,81.74879735101776,80.8426318436,81.05530571575454,23407100
2018-01-08,81.62858581542969,81.90598528522949,80.99981979783685,81.55461168287486,22113000
2018-01-09,81.57312774658203,82.04470413327556,81.24025112709992,81.97072998348771,19484300
2018-01-10,81.2032699584961,81.54539513522684,80.8241647587449,81.24025703608027,18652200
2018-01-11,81.44369506835938,81.48992363158737,80.66698042774202,81.48992363158737,17808900
2018-01-12,82.84913635253906,83.01557463469275,81.78578105292164,81.98920640383861,24271500
2018-01-16,81.6933364868164,83.94949884015071,81.37895690882785,83.31148409656204,36599700
2018-01-17,83.34847259521484,83.47792384183644,82.06320160764056,82.3683397123474,25621200
2018-01-18,83.31147766113281,83.83853113112637,82.90463394778405,83.03408518219909,24159700
2018-01-19,83.21902465820312,83.78306527858496,82.9046450623518,83.34847590997298,36875000
2018-01-22,84.70771026611328,84.71695879850284,82.97860154655272,83.21901400673879,23601600
2018-01-23,84.97586059570312,85.34572428816,84.64298397794825,84.97586059570312,23412800
2018-01-24,84.90188598632812,86.39058222584349,84.67997059388154,85.57688775049724,33277500
2018-01-25,85.37346649169922,86.21489954992353,85.00360278338111,85.50291773142604,26383200
2018-01-26,86.97313690185547,86.97313690185547,85.60465003850815,86.10396510093977,29172200
2018-01-29,86.84366607666016,88.25838824102759,86.65873774906103,87.9717472168799,31569900
2018-01-30,85.75257873535156,86.60326745086142,85.1607995751663,86.27039079143671,38635100
2018-01-31,87.85154724121094,88.2121624294373,86.46456357739766,86.68647898832994,48756300
2018-02-01,87.15805053710938,88.83167514042691,86.52928436247993,87.64811694219816,47227900
2018-02-02,84.86492156982422,86.88992034842073,84.60601903375188,86.58478219323618,47867800
2018-02-05,81.36971282958984,86.21490739098292,81.36971282958984,83.7368294908083,51031500
2018-02-06,84.44881439208984,84.58751417051435,78.82690553585113,80.34334045628128,67998600
2018-02-07,82.85840606689453,84.85565890879322,82.47929380606895,83.67210062402899,41107600
2018-02-08,78.60498809814453,83.10805713243406,78.37382415824668,82.95086734639878,55628700
2018-02-09,81.5361328125,82.22962452714889,77.513882278449,79.79778278742265,63499100
2018-02-12,82.41458129882812,83.01560907005758,81.30499699391602,82.05396604700344,35720300
2018-02-13,83.06182098388672,83.2190107555521,81.18477109224156,82.22962946541861,26407700
2018-02-14,84.3624267578125,84.5296469204601,82.13283403944776,82.22573255476256,34960900
2018-02-15,86.0810546875,86.13679236199069,84.18589579011407,84.73400182313979,27823900
2018-02-16,85.46794128417969,86.86144032685652,85.28214424690383,85.88598816190168,30596900
2018-02-20,86.13683319091797,86.45268961301504,84.54824492563918,84.9848758166469,30911700
2018-02-21,84.99414825439453,86.73137958448793,84.99414825439453,86.37836238427593,26922500
2018-02-22,85.21709442138672,86.14609356346455,84.87336218724558,85.51437386334358,24392800
2018-02-23,87.38167572021484,87.39096769817876,85.80237967606901,86.95433687400718,26329200
2018-02-26,88.64511108398438,88.67297992881969,87.55818360919461,87.69753492107328,30199800
2018-02-27,87.5117416381836,89.03530010445986,87.5117416381836,88.94240158094604,25869100
2018-02-28,87.11226654052734,88.91452756020449,86.98220719763339,88.10629556847552,31167300
2018-03-01,86.2575912475586,87.85547131949056,85.31929988667709,87.31664997659206,37135600
2018-03-02,86.44340515136719,86.5363036825812,84.40889400557323,85.07777477063993,32830400
2018-03-05,86.99149322509766,87.57676022808525,85.70947675239536,85.78379130917797,23901600
2018-03-06,86.69422149658203,87.78114906560094,86.3412042852271,87.64179774164147,22175800
2018-03-07,87.19588470458984,87.27020635802515,85.86741527217131,86.54558795628832,26716100
2018-03-08,87.72540283203125,88.34783065240084,87.11225990137315,87.57675954422248,25887800
2018-03-09,89.68558502197266,89.68558502197266,88.25492538106074,88.5243360038008,36937300
2018-03-12,89.89926147460938,90.30802344527832,89.22109593712939,89.6484347756913,26073700
2018-03-13,87.70684814453125,90.33591140125188,87.29808608738996,90.11295350085838,35387800
2018-03-14,87.18658447265625,88.63582822664338,86.86143612928495,88.36641757422079,32132000
2018-03-15,87.49314880371094,87.86474991766327,86.23900124586082,86.88929787950111,27611000
2018-03-16,87.88333892822266,88.60795730232654,87.25161907351878,87.95766057882375,49081300
2018-03-19,86.29473114013672,87.23302227340898,85.57011293159619,87.08437900616933,33344100
2018-03-20,86.5177001953125,87.11225916612524,86.39693284076372,86.44338563973741,23075200
2018-03-21,85.91384887695312,87.37237733307128,85.66301512459252,86.33189568061894,24457100
2018-03-22,83.41484069824219,85.23567831638408,83.2940733513828,84.78975557281593,38604700
2018-03-23,80.99015045166016,84.03726669032281,80.89725194930121,83.14542830981432,44068900
2018-03-26,87.12154388427734,87.32592484240882,83.98152913832494,84.17661811989551,56396800
2018-03-27,83.11756896972656,88.38499332912718,82.22573048726473,88.1991963031693,56569000
2018-03-28,83.04325866699219,84.75262130763281,82.5601820808978,83.44272870629653,52501100
2018-03-29,84.7897720336914,85.73735538984708,82.12354829451674,83.77716609081253,45867500
2018-04-02,82.23502349853516,84.42746264232967,81.2967392107719,84.0465765751898,48515400
2018-04-03,83.34052276611328,83.65638620012598,81.64974439638002,83.21975541388301,37213800
2018-04-04,85.77450561523438,86.17397559096709,81.50111032525551,81.61258570323538,35560000
2018-04-05,85.82095336914062,86.46196515858759,84.9105380180298,85.8766981471592,29771900
2018-04-06,83.82361602783203,85.89528064774225,83.12686650237562,84.99415012745287,38026000
2018-04-09,84.32524108886719,86.55484023801343,84.18589690080205,84.57607480278506,31533900
2018-04-10,86.28547668457031,86.65707792655621,85.13351921334778,85.83026888418227,26812000
2018-04-11,85.3378677368164,86.66633688656455,84.98485058966779,85.47721903543083,24872100
2018-04-12,86.93575286865234,87.47457414308411,85.86740229698988,85.86740229698988,26758900
2018-04-13,86.47125244140625,87.4931502053699,85.87669348463825,87.3723828536739,23346100
2018-04-16,87.48387908935547,87.93909393644698,86.78712948127642,87.3909805591523,20288100
2018-04-17,89.24897003173828,89.68560087377703,88.14345850297659,88.254940979998,26771000
2018-04-18,89.59269714355469,89.85281582044244,88.73801237816333,89.38831615808506,21043300
2018-04-19,89.28611755371094,90.17795597388933,88.57078416955525,89.59268900406337,23552500
2018-04-20,88.25493621826172,89.28612604003865,87.37238969116007,89.10032900939696,31154400
2018-04-23,88.58008575439453,89.4533474030741,87.91120509478485,88.94239493039935,22331800
2018-04-24,86.50843048095703,89.62057719017149,85.8488417284975,89.4069042001929,34524800
2018-04-25,85.75592041015625,86.67563479129363,83.87005302466967,86.67563479129363,33729300
2018-04-26,87.56746673583984,88.39427545832768,86.48982425978296,86.90787815316423,42529000
2018-04-27,89.01670837402344,90.94902852641466,87.24232348171266,90.67032591469795,48272800
2018-04-30,86.87999725341797,89.55551933735862,86.53627210458465,89.49048968046846,41523600
